Genome	Division	nhr_file	nin_file	nsq_file
Oryza_brachyantha	Plant	<a href='LIRBase_blastdb/Oryza_brachyantha.nhr' target='_blank'>Oryza_brachyantha.nhr</a>	<a href='LIRBase_blastdb/Oryza_brachyantha.nin' target='_blank'>Oryza_brachyantha.nin</a>	<a href='LIRBase_blastdb/Oryza_brachyantha.nsq' target='_blank'>Oryza_brachyantha.nsq</a>
Oryza_glaberrima	Plant	<a href='LIRBase_blastdb/Oryza_glaberrima.nhr' target='_blank'>Oryza_glaberrima.nhr</a>	<a href='LIRBase_blastdb/Oryza_glaberrima.nin' target='_blank'>Oryza_glaberrima.nin</a>	<a href='LIRBase_blastdb/Oryza_glaberrima.nsq' target='_blank'>Oryza_glaberrima.nsq</a>
Oryza_glumaepatula	Plant	<a href='LIRBase_blastdb/Oryza_glumaepatula.nhr' target='_blank'>Oryza_glumaepatula.nhr</a>	<a href='LIRBase_blastdb/Oryza_glumaepatula.nin' target='_blank'>Oryza_glumaepatula.nin</a>	<a href='LIRBase_blastdb/Oryza_glumaepatula.nsq' target='_blank'>Oryza_glumaepatula.nsq</a>
Oryza_granulata	Plant	<a href='LIRBase_blastdb/Oryza_granulata.nhr' target='_blank'>Oryza_granulata.nhr</a>	<a href='LIRBase_blastdb/Oryza_granulata.nin' target='_blank'>Oryza_granulata.nin</a>	<a href='LIRBase_blastdb/Oryza_granulata.nsq' target='_blank'>Oryza_granulata.nsq</a>
Oryza_longistaminata	Plant	<a href='LIRBase_blastdb/Oryza_longistaminata.nhr' target='_blank'>Oryza_longistaminata.nhr</a>	<a href='LIRBase_blastdb/Oryza_longistaminata.nin' target='_blank'>Oryza_longistaminata.nin</a>	<a href='LIRBase_blastdb/Oryza_longistaminata.nsq' target='_blank'>Oryza_longistaminata.nsq</a>
Oryza_meridionalis	Plant	<a href='LIRBase_blastdb/Oryza_meridionalis.nhr' target='_blank'>Oryza_meridionalis.nhr</a>	<a href='LIRBase_blastdb/Oryza_meridionalis.nin' target='_blank'>Oryza_meridionalis.nin</a>	<a href='LIRBase_blastdb/Oryza_meridionalis.nsq' target='_blank'>Oryza_meridionalis.nsq</a>
Oryza_nivara	Plant	<a href='LIRBase_blastdb/Oryza_nivara.nhr' target='_blank'>Oryza_nivara.nhr</a>	<a href='LIRBase_blastdb/Oryza_nivara.nin' target='_blank'>Oryza_nivara.nin</a>	<a href='LIRBase_blastdb/Oryza_nivara.nsq' target='_blank'>Oryza_nivara.nsq</a>
Oryza_punctata	Plant	<a href='LIRBase_blastdb/Oryza_punctata.nhr' target='_blank'>Oryza_punctata.nhr</a>	<a href='LIRBase_blastdb/Oryza_punctata.nin' target='_blank'>Oryza_punctata.nin</a>	<a href='LIRBase_blastdb/Oryza_punctata.nsq' target='_blank'>Oryza_punctata.nsq</a>
Oryza_rufipogon	Plant	<a href='LIRBase_blastdb/Oryza_rufipogon.nhr' target='_blank'>Oryza_rufipogon.nhr</a>	<a href='LIRBase_blastdb/Oryza_rufipogon.nin' target='_blank'>Oryza_rufipogon.nin</a>	<a href='LIRBase_blastdb/Oryza_rufipogon.nsq' target='_blank'>Oryza_rufipogon.nsq</a>
Oryza_sativa.93-11	Plant	<a href='LIRBase_blastdb/Oryza_sativa.93-11.nhr' target='_blank'>Oryza_sativa.93-11.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.93-11.nin' target='_blank'>Oryza_sativa.93-11.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.93-11.nsq' target='_blank'>Oryza_sativa.93-11.nsq</a>
Oryza_sativa.DJ123	Plant	<a href='LIRBase_blastdb/Oryza_sativa.DJ123.nhr' target='_blank'>Oryza_sativa.DJ123.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.DJ123.nin' target='_blank'>Oryza_sativa.DJ123.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.DJ123.nsq' target='_blank'>Oryza_sativa.DJ123.nsq</a>
Oryza_sativa.IR64	Plant	<a href='LIRBase_blastdb/Oryza_sativa.IR64.nhr' target='_blank'>Oryza_sativa.IR64.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.IR64.nin' target='_blank'>Oryza_sativa.IR64.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.IR64.nsq' target='_blank'>Oryza_sativa.IR64.nsq</a>
Oryza_sativa.IR8	Plant	<a href='LIRBase_blastdb/Oryza_sativa.IR8.nhr' target='_blank'>Oryza_sativa.IR8.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.IR8.nin' target='_blank'>Oryza_sativa.IR8.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.IR8.nsq' target='_blank'>Oryza_sativa.IR8.nsq</a>
Oryza_sativa.MH63	Plant	<a href='LIRBase_blastdb/Oryza_sativa.MH63.nhr' target='_blank'>Oryza_sativa.MH63.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.MH63.nin' target='_blank'>Oryza_sativa.MH63.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.MH63.nsq' target='_blank'>Oryza_sativa.MH63.nsq</a>
Oryza_sativa.N22	Plant	<a href='LIRBase_blastdb/Oryza_sativa.N22.nhr' target='_blank'>Oryza_sativa.N22.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.N22.nin' target='_blank'>Oryza_sativa.N22.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.N22.nsq' target='_blank'>Oryza_sativa.N22.nsq</a>
Oryza_sativa.Nipponbare	Plant	<a href='LIRBase_blastdb/Oryza_sativa.Nipponbare.nhr' target='_blank'>Oryza_sativa.Nipponbare.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.Nipponbare.nin' target='_blank'>Oryza_sativa.Nipponbare.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.Nipponbare.nsq' target='_blank'>Oryza_sativa.Nipponbare.nsq</a>
Oryza_sativa.PA64s	Plant	<a href='LIRBase_blastdb/Oryza_sativa.PA64s.nhr' target='_blank'>Oryza_sativa.PA64s.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.PA64s.nin' target='_blank'>Oryza_sativa.PA64s.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.PA64s.nsq' target='_blank'>Oryza_sativa.PA64s.nsq</a>
Oryza_sativa.R498	Plant	<a href='LIRBase_blastdb/Oryza_sativa.R498.nhr' target='_blank'>Oryza_sativa.R498.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.R498.nin' target='_blank'>Oryza_sativa.R498.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.R498.nsq' target='_blank'>Oryza_sativa.R498.nsq</a>
Oryza_sativa.ZH11	Plant	<a href='LIRBase_blastdb/Oryza_sativa.ZH11.nhr' target='_blank'>Oryza_sativa.ZH11.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.ZH11.nin' target='_blank'>Oryza_sativa.ZH11.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.ZH11.nsq' target='_blank'>Oryza_sativa.ZH11.nsq</a>
Oryza_sativa.ZS97	Plant	<a href='LIRBase_blastdb/Oryza_sativa.ZS97.nhr' target='_blank'>Oryza_sativa.ZS97.nhr</a>	<a href='LIRBase_blastdb/Oryza_sativa.ZS97.nin' target='_blank'>Oryza_sativa.ZS97.nin</a>	<a href='LIRBase_blastdb/Oryza_sativa.ZS97.nsq' target='_blank'>Oryza_sativa.ZS97.nsq</a>
Ostreococcus_lucimarinus	Plant	<a href='LIRBase_blastdb/Ostreococcus_lucimarinus.nhr' target='_blank'>Ostreococcus_lucimarinus.nhr</a>	<a href='LIRBase_blastdb/Ostreococcus_lucimarinus.nin' target='_blank'>Ostreococcus_lucimarinus.nin</a>	<a href='LIRBase_blastdb/Ostreococcus_lucimarinus.nsq' target='_blank'>Ostreococcus_lucimarinus.nsq</a>
Panicum_hallii.FIL2	Plant	<a href='LIRBase_blastdb/Panicum_hallii.FIL2.nhr' target='_blank'>Panicum_hallii.FIL2.nhr</a>	<a href='LIRBase_blastdb/Panicum_hallii.FIL2.nin' target='_blank'>Panicum_hallii.FIL2.nin</a>	<a href='LIRBase_blastdb/Panicum_hallii.FIL2.nsq' target='_blank'>Panicum_hallii.FIL2.nsq</a>
Panicum_hallii.HAL2	Plant	<a href='LIRBase_blastdb/Panicum_hallii.HAL2.nhr' target='_blank'>Panicum_hallii.HAL2.nhr</a>	<a href='LIRBase_blastdb/Panicum_hallii.HAL2.nin' target='_blank'>Panicum_hallii.HAL2.nin</a>	<a href='LIRBase_blastdb/Panicum_hallii.HAL2.nsq' target='_blank'>Panicum_hallii.HAL2.nsq</a>
Panicum_miliaceum	Plant	<a href='LIRBase_blastdb/Panicum_miliaceum.nhr' target='_blank'>Panicum_miliaceum.nhr</a>	<a href='LIRBase_blastdb/Panicum_miliaceum.nin' target='_blank'>Panicum_miliaceum.nin</a>	<a href='LIRBase_blastdb/Panicum_miliaceum.nsq' target='_blank'>Panicum_miliaceum.nsq</a>
Papaver_somniferum	Plant	<a href='LIRBase_blastdb/Papaver_somniferum.nhr' target='_blank'>Papaver_somniferum.nhr</a>	<a href='LIRBase_blastdb/Papaver_somniferum.nin' target='_blank'>Papaver_somniferum.nin</a>	<a href='LIRBase_blastdb/Papaver_somniferum.nsq' target='_blank'>Papaver_somniferum.nsq</a>
Petunia_axillaris	Plant	<a href='LIRBase_blastdb/Petunia_axillaris.nhr' target='_blank'>Petunia_axillaris.nhr</a>	<a href='LIRBase_blastdb/Petunia_axillaris.nin' target='_blank'>Petunia_axillaris.nin</a>	<a href='LIRBase_blastdb/Petunia_axillaris.nsq' target='_blank'>Petunia_axillaris.nsq</a>
Petunia_inflata	Plant	<a href='LIRBase_blastdb/Petunia_inflata.nhr' target='_blank'>Petunia_inflata.nhr</a>	<a href='LIRBase_blastdb/Petunia_inflata.nin' target='_blank'>Petunia_inflata.nin</a>	<a href='LIRBase_blastdb/Petunia_inflata.nsq' target='_blank'>Petunia_inflata.nsq</a>
Phaseolus_vulgaris.BAT93	Plant	<a href='LIRBase_blastdb/Phaseolus_vulgaris.BAT93.nhr' target='_blank'>Phaseolus_vulgaris.BAT93.nhr</a>	<a href='LIRBase_blastdb/Phaseolus_vulgaris.BAT93.nin' target='_blank'>Phaseolus_vulgaris.BAT93.nin</a>	<a href='LIRBase_blastdb/Phaseolus_vulgaris.BAT93.nsq' target='_blank'>Phaseolus_vulgaris.BAT93.nsq</a>
Phaseolus_vulgaris.PhaVulg1_0	Plant	<a href='LIRBase_blastdb/Phaseolus_vulgaris.PhaVulg1_0.nhr' target='_blank'>Phaseolus_vulgaris.PhaVulg1_0.nhr</a>	<a href='LIRBase_blastdb/Phaseolus_vulgaris.PhaVulg1_0.nin' target='_blank'>Phaseolus_vulgaris.PhaVulg1_0.nin</a>	<a href='LIRBase_blastdb/Phaseolus_vulgaris.PhaVulg1_0.nsq' target='_blank'>Phaseolus_vulgaris.PhaVulg1_0.nsq</a>
Physcomitrella_patens	Plant	<a href='LIRBase_blastdb/Physcomitrella_patens.nhr' target='_blank'>Physcomitrella_patens.nhr</a>	<a href='LIRBase_blastdb/Physcomitrella_patens.nin' target='_blank'>Physcomitrella_patens.nin</a>	<a href='LIRBase_blastdb/Physcomitrella_patens.nsq' target='_blank'>Physcomitrella_patens.nsq</a>
Pistacia_vera	Plant	<a href='LIRBase_blastdb/Pistacia_vera.nhr' target='_blank'>Pistacia_vera.nhr</a>	<a href='LIRBase_blastdb/Pistacia_vera.nin' target='_blank'>Pistacia_vera.nin</a>	<a href='LIRBase_blastdb/Pistacia_vera.nsq' target='_blank'>Pistacia_vera.nsq</a>
Pisum_sativum	Plant	<a href='LIRBase_blastdb/Pisum_sativum.nhr' target='_blank'>Pisum_sativum.nhr</a>	<a href='LIRBase_blastdb/Pisum_sativum.nin' target='_blank'>Pisum_sativum.nin</a>	<a href='LIRBase_blastdb/Pisum_sativum.nsq' target='_blank'>Pisum_sativum.nsq</a>
Populus_alba	Plant	<a href='LIRBase_blastdb/Populus_alba.nhr' target='_blank'>Populus_alba.nhr</a>	<a href='LIRBase_blastdb/Populus_alba.nin' target='_blank'>Populus_alba.nin</a>	<a href='LIRBase_blastdb/Populus_alba.nsq' target='_blank'>Populus_alba.nsq</a>
Populus_trichocarpa	Plant	<a href='LIRBase_blastdb/Populus_trichocarpa.nhr' target='_blank'>Populus_trichocarpa.nhr</a>	<a href='LIRBase_blastdb/Populus_trichocarpa.nin' target='_blank'>Populus_trichocarpa.nin</a>	<a href='LIRBase_blastdb/Populus_trichocarpa.nsq' target='_blank'>Populus_trichocarpa.nsq</a>
Prunus_avium	Plant	<a href='LIRBase_blastdb/Prunus_avium.nhr' target='_blank'>Prunus_avium.nhr</a>	<a href='LIRBase_blastdb/Prunus_avium.nin' target='_blank'>Prunus_avium.nin</a>	<a href='LIRBase_blastdb/Prunus_avium.nsq' target='_blank'>Prunus_avium.nsq</a>
Prunus_domestica	Plant	<a href='LIRBase_blastdb/Prunus_domestica.nhr' target='_blank'>Prunus_domestica.nhr</a>	<a href='LIRBase_blastdb/Prunus_domestica.nin' target='_blank'>Prunus_domestica.nin</a>	<a href='LIRBase_blastdb/Prunus_domestica.nsq' target='_blank'>Prunus_domestica.nsq</a>
Prunus_dulcis.Lauranne	Plant	<a href='LIRBase_blastdb/Prunus_dulcis.Lauranne.nhr' target='_blank'>Prunus_dulcis.Lauranne.nhr</a>	<a href='LIRBase_blastdb/Prunus_dulcis.Lauranne.nin' target='_blank'>Prunus_dulcis.Lauranne.nin</a>	<a href='LIRBase_blastdb/Prunus_dulcis.Lauranne.nsq' target='_blank'>Prunus_dulcis.Lauranne.nsq</a>
Prunus_dulcis.Texas	Plant	<a href='LIRBase_blastdb/Prunus_dulcis.Texas.nhr' target='_blank'>Prunus_dulcis.Texas.nhr</a>	<a href='LIRBase_blastdb/Prunus_dulcis.Texas.nin' target='_blank'>Prunus_dulcis.Texas.nin</a>	<a href='LIRBase_blastdb/Prunus_dulcis.Texas.nsq' target='_blank'>Prunus_dulcis.Texas.nsq</a>
Prunus_persica	Plant	<a href='LIRBase_blastdb/Prunus_persica.nhr' target='_blank'>Prunus_persica.nhr</a>	<a href='LIRBase_blastdb/Prunus_persica.nin' target='_blank'>Prunus_persica.nin</a>	<a href='LIRBase_blastdb/Prunus_persica.nsq' target='_blank'>Prunus_persica.nsq</a>
Prunus_yedoensis	Plant	<a href='LIRBase_blastdb/Prunus_yedoensis.nhr' target='_blank'>Prunus_yedoensis.nhr</a>	<a href='LIRBase_blastdb/Prunus_yedoensis.nin' target='_blank'>Prunus_yedoensis.nin</a>	<a href='LIRBase_blastdb/Prunus_yedoensis.nsq' target='_blank'>Prunus_yedoensis.nsq</a>
Pyrus_betulifolia	Plant	<a href='LIRBase_blastdb/Pyrus_betulifolia.nhr' target='_blank'>Pyrus_betulifolia.nhr</a>	<a href='LIRBase_blastdb/Pyrus_betulifolia.nin' target='_blank'>Pyrus_betulifolia.nin</a>	<a href='LIRBase_blastdb/Pyrus_betulifolia.nsq' target='_blank'>Pyrus_betulifolia.nsq</a>
Pyrus_bretschneideri	Plant	<a href='LIRBase_blastdb/Pyrus_bretschneideri.nhr' target='_blank'>Pyrus_bretschneideri.nhr</a>	<a href='LIRBase_blastdb/Pyrus_bretschneideri.nin' target='_blank'>Pyrus_bretschneideri.nin</a>	<a href='LIRBase_blastdb/Pyrus_bretschneideri.nsq' target='_blank'>Pyrus_bretschneideri.nsq</a>
Pyrus_communis	Plant	<a href='LIRBase_blastdb/Pyrus_communis.nhr' target='_blank'>Pyrus_communis.nhr</a>	<a href='LIRBase_blastdb/Pyrus_communis.nin' target='_blank'>Pyrus_communis.nin</a>	<a href='LIRBase_blastdb/Pyrus_communis.nsq' target='_blank'>Pyrus_communis.nsq</a>
Raphanus_raphanistrum	Plant	<a href='LIRBase_blastdb/Raphanus_raphanistrum.nhr' target='_blank'>Raphanus_raphanistrum.nhr</a>	<a href='LIRBase_blastdb/Raphanus_raphanistrum.nin' target='_blank'>Raphanus_raphanistrum.nin</a>	<a href='LIRBase_blastdb/Raphanus_raphanistrum.nsq' target='_blank'>Raphanus_raphanistrum.nsq</a>
Raphanus_sativus	Plant	<a href='LIRBase_blastdb/Raphanus_sativus.nhr' target='_blank'>Raphanus_sativus.nhr</a>	<a href='LIRBase_blastdb/Raphanus_sativus.nin' target='_blank'>Raphanus_sativus.nin</a>	<a href='LIRBase_blastdb/Raphanus_sativus.nsq' target='_blank'>Raphanus_sativus.nsq</a>
Rosa_chinensis	Plant	<a href='LIRBase_blastdb/Rosa_chinensis.nhr' target='_blank'>Rosa_chinensis.nhr</a>	<a href='LIRBase_blastdb/Rosa_chinensis.nin' target='_blank'>Rosa_chinensis.nin</a>	<a href='LIRBase_blastdb/Rosa_chinensis.nsq' target='_blank'>Rosa_chinensis.nsq</a>
Rosa_multiflora	Plant	<a href='LIRBase_blastdb/Rosa_multiflora.nhr' target='_blank'>Rosa_multiflora.nhr</a>	<a href='LIRBase_blastdb/Rosa_multiflora.nin' target='_blank'>Rosa_multiflora.nin</a>	<a href='LIRBase_blastdb/Rosa_multiflora.nsq' target='_blank'>Rosa_multiflora.nsq</a>
Rubus_occidentalis	Plant	<a href='LIRBase_blastdb/Rubus_occidentalis.nhr' target='_blank'>Rubus_occidentalis.nhr</a>	<a href='LIRBase_blastdb/Rubus_occidentalis.nin' target='_blank'>Rubus_occidentalis.nin</a>	<a href='LIRBase_blastdb/Rubus_occidentalis.nsq' target='_blank'>Rubus_occidentalis.nsq</a>
Selaginella_moellendorffii	Plant	<a href='LIRBase_blastdb/Selaginella_moellendorffii.nhr' target='_blank'>Selaginella_moellendorffii.nhr</a>	<a href='LIRBase_blastdb/Selaginella_moellendorffii.nin' target='_blank'>Selaginella_moellendorffii.nin</a>	<a href='LIRBase_blastdb/Selaginella_moellendorffii.nsq' target='_blank'>Selaginella_moellendorffii.nsq</a>
Setaria_italica	Plant	<a href='LIRBase_blastdb/Setaria_italica.nhr' target='_blank'>Setaria_italica.nhr</a>	<a href='LIRBase_blastdb/Setaria_italica.nin' target='_blank'>Setaria_italica.nin</a>	<a href='LIRBase_blastdb/Setaria_italica.nsq' target='_blank'>Setaria_italica.nsq</a>
Solanum_commersonii	Plant	<a href='LIRBase_blastdb/Solanum_commersonii.nhr' target='_blank'>Solanum_commersonii.nhr</a>	<a href='LIRBase_blastdb/Solanum_commersonii.nin' target='_blank'>Solanum_commersonii.nin</a>	<a href='LIRBase_blastdb/Solanum_commersonii.nsq' target='_blank'>Solanum_commersonii.nsq</a>
Solanum_lycopersicum	Plant	<a href='LIRBase_blastdb/Solanum_lycopersicum.nhr' target='_blank'>Solanum_lycopersicum.nhr</a>	<a href='LIRBase_blastdb/Solanum_lycopersicum.nin' target='_blank'>Solanum_lycopersicum.nin</a>	<a href='LIRBase_blastdb/Solanum_lycopersicum.nsq' target='_blank'>Solanum_lycopersicum.nsq</a>
Solanum_tuberosum	Plant	<a href='LIRBase_blastdb/Solanum_tuberosum.nhr' target='_blank'>Solanum_tuberosum.nhr</a>	<a href='LIRBase_blastdb/Solanum_tuberosum.nin' target='_blank'>Solanum_tuberosum.nin</a>	<a href='LIRBase_blastdb/Solanum_tuberosum.nsq' target='_blank'>Solanum_tuberosum.nsq</a>
Sorghum_bicolor	Plant	<a href='LIRBase_blastdb/Sorghum_bicolor.nhr' target='_blank'>Sorghum_bicolor.nhr</a>	<a href='LIRBase_blastdb/Sorghum_bicolor.nin' target='_blank'>Sorghum_bicolor.nin</a>	<a href='LIRBase_blastdb/Sorghum_bicolor.nsq' target='_blank'>Sorghum_bicolor.nsq</a>
Taraxacum_kok-saghyz	Plant	<a href='LIRBase_blastdb/Taraxacum_kok-saghyz.nhr' target='_blank'>Taraxacum_kok-saghyz.nhr</a>	<a href='LIRBase_blastdb/Taraxacum_kok-saghyz.nin' target='_blank'>Taraxacum_kok-saghyz.nin</a>	<a href='LIRBase_blastdb/Taraxacum_kok-saghyz.nsq' target='_blank'>Taraxacum_kok-saghyz.nsq</a>
Thellungiella_salsuginea	Plant	<a href='LIRBase_blastdb/Thellungiella_salsuginea.nhr' target='_blank'>Thellungiella_salsuginea.nhr</a>	<a href='LIRBase_blastdb/Thellungiella_salsuginea.nin' target='_blank'>Thellungiella_salsuginea.nin</a>	<a href='LIRBase_blastdb/Thellungiella_salsuginea.nsq' target='_blank'>Thellungiella_salsuginea.nsq</a>
Theobroma_cacao	Plant	<a href='LIRBase_blastdb/Theobroma_cacao.nhr' target='_blank'>Theobroma_cacao.nhr</a>	<a href='LIRBase_blastdb/Theobroma_cacao.nin' target='_blank'>Theobroma_cacao.nin</a>	<a href='LIRBase_blastdb/Theobroma_cacao.nsq' target='_blank'>Theobroma_cacao.nsq</a>
Theobroma_cacao.Matina1-6	Plant	<a href='LIRBase_blastdb/Theobroma_cacao.Matina1-6.nhr' target='_blank'>Theobroma_cacao.Matina1-6.nhr</a>	<a href='LIRBase_blastdb/Theobroma_cacao.Matina1-6.nin' target='_blank'>Theobroma_cacao.Matina1-6.nin</a>	<a href='LIRBase_blastdb/Theobroma_cacao.Matina1-6.nsq' target='_blank'>Theobroma_cacao.Matina1-6.nsq</a>
Trifolium_pratense	Plant	<a href='LIRBase_blastdb/Trifolium_pratense.nhr' target='_blank'>Trifolium_pratense.nhr</a>	<a href='LIRBase_blastdb/Trifolium_pratense.nin' target='_blank'>Trifolium_pratense.nin</a>	<a href='LIRBase_blastdb/Trifolium_pratense.nsq' target='_blank'>Trifolium_pratense.nsq</a>
Vernicia_fordii	Plant	<a href='LIRBase_blastdb/Vernicia_fordii.nhr' target='_blank'>Vernicia_fordii.nhr</a>	<a href='LIRBase_blastdb/Vernicia_fordii.nin' target='_blank'>Vernicia_fordii.nin</a>	<a href='LIRBase_blastdb/Vernicia_fordii.nsq' target='_blank'>Vernicia_fordii.nsq</a>
Vigna_angularis.Jingnong6	Plant	<a href='LIRBase_blastdb/Vigna_angularis.Jingnong6.nhr' target='_blank'>Vigna_angularis.Jingnong6.nhr</a>	<a href='LIRBase_blastdb/Vigna_angularis.Jingnong6.nin' target='_blank'>Vigna_angularis.Jingnong6.nin</a>	<a href='LIRBase_blastdb/Vigna_angularis.Jingnong6.nsq' target='_blank'>Vigna_angularis.Jingnong6.nsq</a>
Vigna_angularis.Vigan1	Plant	<a href='LIRBase_blastdb/Vigna_angularis.Vigan1.nhr' target='_blank'>Vigna_angularis.Vigan1.nhr</a>	<a href='LIRBase_blastdb/Vigna_angularis.Vigan1.nin' target='_blank'>Vigna_angularis.Vigan1.nin</a>	<a href='LIRBase_blastdb/Vigna_angularis.Vigan1.nsq' target='_blank'>Vigna_angularis.Vigan1.nsq</a>
Vigna_radiata	Plant	<a href='LIRBase_blastdb/Vigna_radiata.nhr' target='_blank'>Vigna_radiata.nhr</a>	<a href='LIRBase_blastdb/Vigna_radiata.nin' target='_blank'>Vigna_radiata.nin</a>	<a href='LIRBase_blastdb/Vigna_radiata.nsq' target='_blank'>Vigna_radiata.nsq</a>
Vitis_vinifera	Plant	<a href='LIRBase_blastdb/Vitis_vinifera.nhr' target='_blank'>Vitis_vinifera.nhr</a>	<a href='LIRBase_blastdb/Vitis_vinifera.nin' target='_blank'>Vitis_vinifera.nin</a>	<a href='LIRBase_blastdb/Vitis_vinifera.nsq' target='_blank'>Vitis_vinifera.nsq</a>
Volvox_carteri	Plant	<a href='LIRBase_blastdb/Volvox_carteri.nhr' target='_blank'>Volvox_carteri.nhr</a>	<a href='LIRBase_blastdb/Volvox_carteri.nin' target='_blank'>Volvox_carteri.nin</a>	<a href='LIRBase_blastdb/Volvox_carteri.nsq' target='_blank'>Volvox_carteri.nsq</a>
Zea_mays.B73	Plant	<a href='LIRBase_blastdb/Zea_mays.B73.nhr' target='_blank'>Zea_mays.B73.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.B73.nin' target='_blank'>Zea_mays.B73.nin</a>	<a href='LIRBase_blastdb/Zea_mays.B73.nsq' target='_blank'>Zea_mays.B73.nsq</a>
Zea_mays.CML247	Plant	<a href='LIRBase_blastdb/Zea_mays.CML247.nhr' target='_blank'>Zea_mays.CML247.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.CML247.nin' target='_blank'>Zea_mays.CML247.nin</a>	<a href='LIRBase_blastdb/Zea_mays.CML247.nsq' target='_blank'>Zea_mays.CML247.nsq</a>
Zea_mays.HuangZaoSi	Plant	<a href='LIRBase_blastdb/Zea_mays.HuangZaoSi.nhr' target='_blank'>Zea_mays.HuangZaoSi.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.HuangZaoSi.nin' target='_blank'>Zea_mays.HuangZaoSi.nin</a>	<a href='LIRBase_blastdb/Zea_mays.HuangZaoSi.nsq' target='_blank'>Zea_mays.HuangZaoSi.nsq</a>
Zea_mays.Mo17	Plant	<a href='LIRBase_blastdb/Zea_mays.Mo17.nhr' target='_blank'>Zea_mays.Mo17.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.Mo17.nin' target='_blank'>Zea_mays.Mo17.nin</a>	<a href='LIRBase_blastdb/Zea_mays.Mo17.nsq' target='_blank'>Zea_mays.Mo17.nsq</a>
Zea_mays.SK	Plant	<a href='LIRBase_blastdb/Zea_mays.SK.nhr' target='_blank'>Zea_mays.SK.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.SK.nin' target='_blank'>Zea_mays.SK.nin</a>	<a href='LIRBase_blastdb/Zea_mays.SK.nsq' target='_blank'>Zea_mays.SK.nsq</a>
Zea_mays.W22	Plant	<a href='LIRBase_blastdb/Zea_mays.W22.nhr' target='_blank'>Zea_mays.W22.nhr</a>	<a href='LIRBase_blastdb/Zea_mays.W22.nin' target='_blank'>Zea_mays.W22.nin</a>	<a href='LIRBase_blastdb/Zea_mays.W22.nsq' target='_blank'>Zea_mays.W22.nsq</a>
Acanthochromis_polyacanthus	Vertebrate	<a href='LIRBase_blastdb/Acanthochromis_polyacanthus.nhr' target='_blank'>Acanthochromis_polyacanthus.nhr</a>	<a href='LIRBase_blastdb/Acanthochromis_polyacanthus.nin' target='_blank'>Acanthochromis_polyacanthus.nin</a>	<a href='LIRBase_blastdb/Acanthochromis_polyacanthus.nsq' target='_blank'>Acanthochromis_polyacanthus.nsq</a>
Ailuropoda_melanoleuca	Vertebrate	<a href='LIRBase_blastdb/Ailuropoda_melanoleuca.nhr' target='_blank'>Ailuropoda_melanoleuca.nhr</a>	<a href='LIRBase_blastdb/Ailuropoda_melanoleuca.nin' target='_blank'>Ailuropoda_melanoleuca.nin</a>	<a href='LIRBase_blastdb/Ailuropoda_melanoleuca.nsq' target='_blank'>Ailuropoda_melanoleuca.nsq</a>
Amphilophus_citrinellus	Vertebrate	<a href='LIRBase_blastdb/Amphilophus_citrinellus.nhr' target='_blank'>Amphilophus_citrinellus.nhr</a>	<a href='LIRBase_blastdb/Amphilophus_citrinellus.nin' target='_blank'>Amphilophus_citrinellus.nin</a>	<a href='LIRBase_blastdb/Amphilophus_citrinellus.nsq' target='_blank'>Amphilophus_citrinellus.nsq</a>
Amphiprion_ocellaris	Vertebrate	<a href='LIRBase_blastdb/Amphiprion_ocellaris.nhr' target='_blank'>Amphiprion_ocellaris.nhr</a>	<a href='LIRBase_blastdb/Amphiprion_ocellaris.nin' target='_blank'>Amphiprion_ocellaris.nin</a>	<a href='LIRBase_blastdb/Amphiprion_ocellaris.nsq' target='_blank'>Amphiprion_ocellaris.nsq</a>
