Genome	Division	nhr_file	nin_file	nsq_file
Hucho_hucho	Vertebrate	<a href='LIRBase_blastdb/Hucho_hucho.nhr' target='_blank'>Hucho_hucho.nhr</a>	<a href='LIRBase_blastdb/Hucho_hucho.nin' target='_blank'>Hucho_hucho.nin</a>	<a href='LIRBase_blastdb/Hucho_hucho.nsq' target='_blank'>Hucho_hucho.nsq</a>
Ictalurus_punctatus	Vertebrate	<a href='LIRBase_blastdb/Ictalurus_punctatus.nhr' target='_blank'>Ictalurus_punctatus.nhr</a>	<a href='LIRBase_blastdb/Ictalurus_punctatus.nin' target='_blank'>Ictalurus_punctatus.nin</a>	<a href='LIRBase_blastdb/Ictalurus_punctatus.nsq' target='_blank'>Ictalurus_punctatus.nsq</a>
Ictidomys_tridecemlineatus	Vertebrate	<a href='LIRBase_blastdb/Ictidomys_tridecemlineatus.nhr' target='_blank'>Ictidomys_tridecemlineatus.nhr</a>	<a href='LIRBase_blastdb/Ictidomys_tridecemlineatus.nin' target='_blank'>Ictidomys_tridecemlineatus.nin</a>	<a href='LIRBase_blastdb/Ictidomys_tridecemlineatus.nsq' target='_blank'>Ictidomys_tridecemlineatus.nsq</a>
Jaculus_jaculus	Vertebrate	<a href='LIRBase_blastdb/Jaculus_jaculus.nhr' target='_blank'>Jaculus_jaculus.nhr</a>	<a href='LIRBase_blastdb/Jaculus_jaculus.nin' target='_blank'>Jaculus_jaculus.nin</a>	<a href='LIRBase_blastdb/Jaculus_jaculus.nsq' target='_blank'>Jaculus_jaculus.nsq</a>
Junco_hyemalis	Vertebrate	<a href='LIRBase_blastdb/Junco_hyemalis.nhr' target='_blank'>Junco_hyemalis.nhr</a>	<a href='LIRBase_blastdb/Junco_hyemalis.nin' target='_blank'>Junco_hyemalis.nin</a>	<a href='LIRBase_blastdb/Junco_hyemalis.nsq' target='_blank'>Junco_hyemalis.nsq</a>
Kryptolebias_marmoratus	Vertebrate	<a href='LIRBase_blastdb/Kryptolebias_marmoratus.nhr' target='_blank'>Kryptolebias_marmoratus.nhr</a>	<a href='LIRBase_blastdb/Kryptolebias_marmoratus.nin' target='_blank'>Kryptolebias_marmoratus.nin</a>	<a href='LIRBase_blastdb/Kryptolebias_marmoratus.nsq' target='_blank'>Kryptolebias_marmoratus.nsq</a>
Labrus_bergylta	Vertebrate	<a href='LIRBase_blastdb/Labrus_bergylta.nhr' target='_blank'>Labrus_bergylta.nhr</a>	<a href='LIRBase_blastdb/Labrus_bergylta.nin' target='_blank'>Labrus_bergylta.nin</a>	<a href='LIRBase_blastdb/Labrus_bergylta.nsq' target='_blank'>Labrus_bergylta.nsq</a>
Larimichthys_crocea	Vertebrate	<a href='LIRBase_blastdb/Larimichthys_crocea.nhr' target='_blank'>Larimichthys_crocea.nhr</a>	<a href='LIRBase_blastdb/Larimichthys_crocea.nin' target='_blank'>Larimichthys_crocea.nin</a>	<a href='LIRBase_blastdb/Larimichthys_crocea.nsq' target='_blank'>Larimichthys_crocea.nsq</a>
Lates_calcarifer	Vertebrate	<a href='LIRBase_blastdb/Lates_calcarifer.nhr' target='_blank'>Lates_calcarifer.nhr</a>	<a href='LIRBase_blastdb/Lates_calcarifer.nin' target='_blank'>Lates_calcarifer.nin</a>	<a href='LIRBase_blastdb/Lates_calcarifer.nsq' target='_blank'>Lates_calcarifer.nsq</a>
Latimeria_chalumnae	Vertebrate	<a href='LIRBase_blastdb/Latimeria_chalumnae.nhr' target='_blank'>Latimeria_chalumnae.nhr</a>	<a href='LIRBase_blastdb/Latimeria_chalumnae.nin' target='_blank'>Latimeria_chalumnae.nin</a>	<a href='LIRBase_blastdb/Latimeria_chalumnae.nsq' target='_blank'>Latimeria_chalumnae.nsq</a>
Lepidothrix_coronata	Vertebrate	<a href='LIRBase_blastdb/Lepidothrix_coronata.nhr' target='_blank'>Lepidothrix_coronata.nhr</a>	<a href='LIRBase_blastdb/Lepidothrix_coronata.nin' target='_blank'>Lepidothrix_coronata.nin</a>	<a href='LIRBase_blastdb/Lepidothrix_coronata.nsq' target='_blank'>Lepidothrix_coronata.nsq</a>
Lepisosteus_oculatus	Vertebrate	<a href='LIRBase_blastdb/Lepisosteus_oculatus.nhr' target='_blank'>Lepisosteus_oculatus.nhr</a>	<a href='LIRBase_blastdb/Lepisosteus_oculatus.nin' target='_blank'>Lepisosteus_oculatus.nin</a>	<a href='LIRBase_blastdb/Lepisosteus_oculatus.nsq' target='_blank'>Lepisosteus_oculatus.nsq</a>
Lonchura_striata_domestica	Vertebrate	<a href='LIRBase_blastdb/Lonchura_striata_domestica.nhr' target='_blank'>Lonchura_striata_domestica.nhr</a>	<a href='LIRBase_blastdb/Lonchura_striata_domestica.nin' target='_blank'>Lonchura_striata_domestica.nin</a>	<a href='LIRBase_blastdb/Lonchura_striata_domestica.nsq' target='_blank'>Lonchura_striata_domestica.nsq</a>
Loxodonta_africana	Vertebrate	<a href='LIRBase_blastdb/Loxodonta_africana.nhr' target='_blank'>Loxodonta_africana.nhr</a>	<a href='LIRBase_blastdb/Loxodonta_africana.nin' target='_blank'>Loxodonta_africana.nin</a>	<a href='LIRBase_blastdb/Loxodonta_africana.nsq' target='_blank'>Loxodonta_africana.nsq</a>
Macaca_fascicularis	Vertebrate	<a href='LIRBase_blastdb/Macaca_fascicularis.nhr' target='_blank'>Macaca_fascicularis.nhr</a>	<a href='LIRBase_blastdb/Macaca_fascicularis.nin' target='_blank'>Macaca_fascicularis.nin</a>	<a href='LIRBase_blastdb/Macaca_fascicularis.nsq' target='_blank'>Macaca_fascicularis.nsq</a>
Macaca_mulatta	Vertebrate	<a href='LIRBase_blastdb/Macaca_mulatta.nhr' target='_blank'>Macaca_mulatta.nhr</a>	<a href='LIRBase_blastdb/Macaca_mulatta.nin' target='_blank'>Macaca_mulatta.nin</a>	<a href='LIRBase_blastdb/Macaca_mulatta.nsq' target='_blank'>Macaca_mulatta.nsq</a>
Macaca_nemestrina	Vertebrate	<a href='LIRBase_blastdb/Macaca_nemestrina.nhr' target='_blank'>Macaca_nemestrina.nhr</a>	<a href='LIRBase_blastdb/Macaca_nemestrina.nin' target='_blank'>Macaca_nemestrina.nin</a>	<a href='LIRBase_blastdb/Macaca_nemestrina.nsq' target='_blank'>Macaca_nemestrina.nsq</a>
Manacus_vitellinus	Vertebrate	<a href='LIRBase_blastdb/Manacus_vitellinus.nhr' target='_blank'>Manacus_vitellinus.nhr</a>	<a href='LIRBase_blastdb/Manacus_vitellinus.nin' target='_blank'>Manacus_vitellinus.nin</a>	<a href='LIRBase_blastdb/Manacus_vitellinus.nsq' target='_blank'>Manacus_vitellinus.nsq</a>
Mandrillus_leucophaeus	Vertebrate	<a href='LIRBase_blastdb/Mandrillus_leucophaeus.nhr' target='_blank'>Mandrillus_leucophaeus.nhr</a>	<a href='LIRBase_blastdb/Mandrillus_leucophaeus.nin' target='_blank'>Mandrillus_leucophaeus.nin</a>	<a href='LIRBase_blastdb/Mandrillus_leucophaeus.nsq' target='_blank'>Mandrillus_leucophaeus.nsq</a>
Marmota_marmota_marmota	Vertebrate	<a href='LIRBase_blastdb/Marmota_marmota_marmota.nhr' target='_blank'>Marmota_marmota_marmota.nhr</a>	<a href='LIRBase_blastdb/Marmota_marmota_marmota.nin' target='_blank'>Marmota_marmota_marmota.nin</a>	<a href='LIRBase_blastdb/Marmota_marmota_marmota.nsq' target='_blank'>Marmota_marmota_marmota.nsq</a>
Mastacembelus_armatus	Vertebrate	<a href='LIRBase_blastdb/Mastacembelus_armatus.nhr' target='_blank'>Mastacembelus_armatus.nhr</a>	<a href='LIRBase_blastdb/Mastacembelus_armatus.nin' target='_blank'>Mastacembelus_armatus.nin</a>	<a href='LIRBase_blastdb/Mastacembelus_armatus.nsq' target='_blank'>Mastacembelus_armatus.nsq</a>
Maylandia_zebra	Vertebrate	<a href='LIRBase_blastdb/Maylandia_zebra.nhr' target='_blank'>Maylandia_zebra.nhr</a>	<a href='LIRBase_blastdb/Maylandia_zebra.nin' target='_blank'>Maylandia_zebra.nin</a>	<a href='LIRBase_blastdb/Maylandia_zebra.nsq' target='_blank'>Maylandia_zebra.nsq</a>
Meleagris_gallopavo	Vertebrate	<a href='LIRBase_blastdb/Meleagris_gallopavo.nhr' target='_blank'>Meleagris_gallopavo.nhr</a>	<a href='LIRBase_blastdb/Meleagris_gallopavo.nin' target='_blank'>Meleagris_gallopavo.nin</a>	<a href='LIRBase_blastdb/Meleagris_gallopavo.nsq' target='_blank'>Meleagris_gallopavo.nsq</a>
Melopsittacus_undulatus	Vertebrate	<a href='LIRBase_blastdb/Melopsittacus_undulatus.nhr' target='_blank'>Melopsittacus_undulatus.nhr</a>	<a href='LIRBase_blastdb/Melopsittacus_undulatus.nin' target='_blank'>Melopsittacus_undulatus.nin</a>	<a href='LIRBase_blastdb/Melopsittacus_undulatus.nsq' target='_blank'>Melopsittacus_undulatus.nsq</a>
Meriones_unguiculatus	Vertebrate	<a href='LIRBase_blastdb/Meriones_unguiculatus.nhr' target='_blank'>Meriones_unguiculatus.nhr</a>	<a href='LIRBase_blastdb/Meriones_unguiculatus.nin' target='_blank'>Meriones_unguiculatus.nin</a>	<a href='LIRBase_blastdb/Meriones_unguiculatus.nsq' target='_blank'>Meriones_unguiculatus.nsq</a>
Mesocricetus_auratus	Vertebrate	<a href='LIRBase_blastdb/Mesocricetus_auratus.nhr' target='_blank'>Mesocricetus_auratus.nhr</a>	<a href='LIRBase_blastdb/Mesocricetus_auratus.nin' target='_blank'>Mesocricetus_auratus.nin</a>	<a href='LIRBase_blastdb/Mesocricetus_auratus.nsq' target='_blank'>Mesocricetus_auratus.nsq</a>
Microcebus_murinus	Vertebrate	<a href='LIRBase_blastdb/Microcebus_murinus.nhr' target='_blank'>Microcebus_murinus.nhr</a>	<a href='LIRBase_blastdb/Microcebus_murinus.nin' target='_blank'>Microcebus_murinus.nin</a>	<a href='LIRBase_blastdb/Microcebus_murinus.nsq' target='_blank'>Microcebus_murinus.nsq</a>
Microtus_ochrogaster	Vertebrate	<a href='LIRBase_blastdb/Microtus_ochrogaster.nhr' target='_blank'>Microtus_ochrogaster.nhr</a>	<a href='LIRBase_blastdb/Microtus_ochrogaster.nin' target='_blank'>Microtus_ochrogaster.nin</a>	<a href='LIRBase_blastdb/Microtus_ochrogaster.nsq' target='_blank'>Microtus_ochrogaster.nsq</a>
Mola_mola	Vertebrate	<a href='LIRBase_blastdb/Mola_mola.nhr' target='_blank'>Mola_mola.nhr</a>	<a href='LIRBase_blastdb/Mola_mola.nin' target='_blank'>Mola_mola.nin</a>	<a href='LIRBase_blastdb/Mola_mola.nsq' target='_blank'>Mola_mola.nsq</a>
Monodelphis_domestica	Vertebrate	<a href='LIRBase_blastdb/Monodelphis_domestica.nhr' target='_blank'>Monodelphis_domestica.nhr</a>	<a href='LIRBase_blastdb/Monodelphis_domestica.nin' target='_blank'>Monodelphis_domestica.nin</a>	<a href='LIRBase_blastdb/Monodelphis_domestica.nsq' target='_blank'>Monodelphis_domestica.nsq</a>
Monopterus_albus	Vertebrate	<a href='LIRBase_blastdb/Monopterus_albus.nhr' target='_blank'>Monopterus_albus.nhr</a>	<a href='LIRBase_blastdb/Monopterus_albus.nin' target='_blank'>Monopterus_albus.nin</a>	<a href='LIRBase_blastdb/Monopterus_albus.nsq' target='_blank'>Monopterus_albus.nsq</a>
Mus_caroli	Vertebrate	<a href='LIRBase_blastdb/Mus_caroli.nhr' target='_blank'>Mus_caroli.nhr</a>	<a href='LIRBase_blastdb/Mus_caroli.nin' target='_blank'>Mus_caroli.nin</a>	<a href='LIRBase_blastdb/Mus_caroli.nsq' target='_blank'>Mus_caroli.nsq</a>
Mus_musculus_129s1svimj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_129s1svimj.nhr' target='_blank'>Mus_musculus_129s1svimj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_129s1svimj.nin' target='_blank'>Mus_musculus_129s1svimj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_129s1svimj.nsq' target='_blank'>Mus_musculus_129s1svimj.nsq</a>
Mus_musculus_aj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_aj.nhr' target='_blank'>Mus_musculus_aj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_aj.nin' target='_blank'>Mus_musculus_aj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_aj.nsq' target='_blank'>Mus_musculus_aj.nsq</a>
Mus_musculus_akrj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_akrj.nhr' target='_blank'>Mus_musculus_akrj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_akrj.nin' target='_blank'>Mus_musculus_akrj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_akrj.nsq' target='_blank'>Mus_musculus_akrj.nsq</a>
Mus_musculus_balbcj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_balbcj.nhr' target='_blank'>Mus_musculus_balbcj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_balbcj.nin' target='_blank'>Mus_musculus_balbcj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_balbcj.nsq' target='_blank'>Mus_musculus_balbcj.nsq</a>
Mus_musculus_c3hhej	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_c3hhej.nhr' target='_blank'>Mus_musculus_c3hhej.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_c3hhej.nin' target='_blank'>Mus_musculus_c3hhej.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_c3hhej.nsq' target='_blank'>Mus_musculus_c3hhej.nsq</a>
Mus_musculus_c57bl6nj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_c57bl6nj.nhr' target='_blank'>Mus_musculus_c57bl6nj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_c57bl6nj.nin' target='_blank'>Mus_musculus_c57bl6nj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_c57bl6nj.nsq' target='_blank'>Mus_musculus_c57bl6nj.nsq</a>
Mus_musculus_casteij	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_casteij.nhr' target='_blank'>Mus_musculus_casteij.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_casteij.nin' target='_blank'>Mus_musculus_casteij.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_casteij.nsq' target='_blank'>Mus_musculus_casteij.nsq</a>
Mus_musculus_cbaj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_cbaj.nhr' target='_blank'>Mus_musculus_cbaj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_cbaj.nin' target='_blank'>Mus_musculus_cbaj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_cbaj.nsq' target='_blank'>Mus_musculus_cbaj.nsq</a>
Mus_musculus_dba2j	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_dba2j.nhr' target='_blank'>Mus_musculus_dba2j.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_dba2j.nin' target='_blank'>Mus_musculus_dba2j.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_dba2j.nsq' target='_blank'>Mus_musculus_dba2j.nsq</a>
Mus_musculus_fvbnj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_fvbnj.nhr' target='_blank'>Mus_musculus_fvbnj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_fvbnj.nin' target='_blank'>Mus_musculus_fvbnj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_fvbnj.nsq' target='_blank'>Mus_musculus_fvbnj.nsq</a>
Mus_musculus_lpj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_lpj.nhr' target='_blank'>Mus_musculus_lpj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_lpj.nin' target='_blank'>Mus_musculus_lpj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_lpj.nsq' target='_blank'>Mus_musculus_lpj.nsq</a>
Mus_musculus_nodshiltj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_nodshiltj.nhr' target='_blank'>Mus_musculus_nodshiltj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_nodshiltj.nin' target='_blank'>Mus_musculus_nodshiltj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_nodshiltj.nsq' target='_blank'>Mus_musculus_nodshiltj.nsq</a>
Mus_musculus_nzohlltj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_nzohlltj.nhr' target='_blank'>Mus_musculus_nzohlltj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_nzohlltj.nin' target='_blank'>Mus_musculus_nzohlltj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_nzohlltj.nsq' target='_blank'>Mus_musculus_nzohlltj.nsq</a>
Mus_musculus_pwkphj	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_pwkphj.nhr' target='_blank'>Mus_musculus_pwkphj.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_pwkphj.nin' target='_blank'>Mus_musculus_pwkphj.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_pwkphj.nsq' target='_blank'>Mus_musculus_pwkphj.nsq</a>
Mus_musculus_wsbeij	Vertebrate	<a href='LIRBase_blastdb/Mus_musculus_wsbeij.nhr' target='_blank'>Mus_musculus_wsbeij.nhr</a>	<a href='LIRBase_blastdb/Mus_musculus_wsbeij.nin' target='_blank'>Mus_musculus_wsbeij.nin</a>	<a href='LIRBase_blastdb/Mus_musculus_wsbeij.nsq' target='_blank'>Mus_musculus_wsbeij.nsq</a>
Mus_pahari	Vertebrate	<a href='LIRBase_blastdb/Mus_pahari.nhr' target='_blank'>Mus_pahari.nhr</a>	<a href='LIRBase_blastdb/Mus_pahari.nin' target='_blank'>Mus_pahari.nin</a>	<a href='LIRBase_blastdb/Mus_pahari.nsq' target='_blank'>Mus_pahari.nsq</a>
Mus_spicilegus	Vertebrate	<a href='LIRBase_blastdb/Mus_spicilegus.nhr' target='_blank'>Mus_spicilegus.nhr</a>	<a href='LIRBase_blastdb/Mus_spicilegus.nin' target='_blank'>Mus_spicilegus.nin</a>	<a href='LIRBase_blastdb/Mus_spicilegus.nsq' target='_blank'>Mus_spicilegus.nsq</a>
Mus_spretus	Vertebrate	<a href='LIRBase_blastdb/Mus_spretus.nhr' target='_blank'>Mus_spretus.nhr</a>	<a href='LIRBase_blastdb/Mus_spretus.nin' target='_blank'>Mus_spretus.nin</a>	<a href='LIRBase_blastdb/Mus_spretus.nsq' target='_blank'>Mus_spretus.nsq</a>
Mustela_putorius_furo	Vertebrate	<a href='LIRBase_blastdb/Mustela_putorius_furo.nhr' target='_blank'>Mustela_putorius_furo.nhr</a>	<a href='LIRBase_blastdb/Mustela_putorius_furo.nin' target='_blank'>Mustela_putorius_furo.nin</a>	<a href='LIRBase_blastdb/Mustela_putorius_furo.nsq' target='_blank'>Mustela_putorius_furo.nsq</a>
Myotis_lucifugus	Vertebrate	<a href='LIRBase_blastdb/Myotis_lucifugus.nhr' target='_blank'>Myotis_lucifugus.nhr</a>	<a href='LIRBase_blastdb/Myotis_lucifugus.nin' target='_blank'>Myotis_lucifugus.nin</a>	<a href='LIRBase_blastdb/Myotis_lucifugus.nsq' target='_blank'>Myotis_lucifugus.nsq</a>
Nannospalax_galili	Vertebrate	<a href='LIRBase_blastdb/Nannospalax_galili.nhr' target='_blank'>Nannospalax_galili.nhr</a>	<a href='LIRBase_blastdb/Nannospalax_galili.nin' target='_blank'>Nannospalax_galili.nin</a>	<a href='LIRBase_blastdb/Nannospalax_galili.nsq' target='_blank'>Nannospalax_galili.nsq</a>
Neolamprologus_brichardi	Vertebrate	<a href='LIRBase_blastdb/Neolamprologus_brichardi.nhr' target='_blank'>Neolamprologus_brichardi.nhr</a>	<a href='LIRBase_blastdb/Neolamprologus_brichardi.nin' target='_blank'>Neolamprologus_brichardi.nin</a>	<a href='LIRBase_blastdb/Neolamprologus_brichardi.nsq' target='_blank'>Neolamprologus_brichardi.nsq</a>
Neovison_vison	Vertebrate	<a href='LIRBase_blastdb/Neovison_vison.nhr' target='_blank'>Neovison_vison.nhr</a>	<a href='LIRBase_blastdb/Neovison_vison.nin' target='_blank'>Neovison_vison.nin</a>	<a href='LIRBase_blastdb/Neovison_vison.nsq' target='_blank'>Neovison_vison.nsq</a>
Nomascus_leucogenys	Vertebrate	<a href='LIRBase_blastdb/Nomascus_leucogenys.nhr' target='_blank'>Nomascus_leucogenys.nhr</a>	<a href='LIRBase_blastdb/Nomascus_leucogenys.nin' target='_blank'>Nomascus_leucogenys.nin</a>	<a href='LIRBase_blastdb/Nomascus_leucogenys.nsq' target='_blank'>Nomascus_leucogenys.nsq</a>
Notamacropus_eugenii	Vertebrate	<a href='LIRBase_blastdb/Notamacropus_eugenii.nhr' target='_blank'>Notamacropus_eugenii.nhr</a>	<a href='LIRBase_blastdb/Notamacropus_eugenii.nin' target='_blank'>Notamacropus_eugenii.nin</a>	<a href='LIRBase_blastdb/Notamacropus_eugenii.nsq' target='_blank'>Notamacropus_eugenii.nsq</a>
Notechis_scutatus	Vertebrate	<a href='LIRBase_blastdb/Notechis_scutatus.nhr' target='_blank'>Notechis_scutatus.nhr</a>	<a href='LIRBase_blastdb/Notechis_scutatus.nin' target='_blank'>Notechis_scutatus.nin</a>	<a href='LIRBase_blastdb/Notechis_scutatus.nsq' target='_blank'>Notechis_scutatus.nsq</a>
Nothoprocta_perdicaria	Vertebrate	<a href='LIRBase_blastdb/Nothoprocta_perdicaria.nhr' target='_blank'>Nothoprocta_perdicaria.nhr</a>	<a href='LIRBase_blastdb/Nothoprocta_perdicaria.nin' target='_blank'>Nothoprocta_perdicaria.nin</a>	<a href='LIRBase_blastdb/Nothoprocta_perdicaria.nsq' target='_blank'>Nothoprocta_perdicaria.nsq</a>
Numida_meleagris	Vertebrate	<a href='LIRBase_blastdb/Numida_meleagris.nhr' target='_blank'>Numida_meleagris.nhr</a>	<a href='LIRBase_blastdb/Numida_meleagris.nin' target='_blank'>Numida_meleagris.nin</a>	<a href='LIRBase_blastdb/Numida_meleagris.nsq' target='_blank'>Numida_meleagris.nsq</a>
Ochotona_princeps	Vertebrate	<a href='LIRBase_blastdb/Ochotona_princeps.nhr' target='_blank'>Ochotona_princeps.nhr</a>	<a href='LIRBase_blastdb/Ochotona_princeps.nin' target='_blank'>Ochotona_princeps.nin</a>	<a href='LIRBase_blastdb/Ochotona_princeps.nsq' target='_blank'>Ochotona_princeps.nsq</a>
Octodon_degus	Vertebrate	<a href='LIRBase_blastdb/Octodon_degus.nhr' target='_blank'>Octodon_degus.nhr</a>	<a href='LIRBase_blastdb/Octodon_degus.nin' target='_blank'>Octodon_degus.nin</a>	<a href='LIRBase_blastdb/Octodon_degus.nsq' target='_blank'>Octodon_degus.nsq</a>
Oreochromis_niloticus	Vertebrate	<a href='LIRBase_blastdb/Oreochromis_niloticus.nhr' target='_blank'>Oreochromis_niloticus.nhr</a>	<a href='LIRBase_blastdb/Oreochromis_niloticus.nin' target='_blank'>Oreochromis_niloticus.nin</a>	<a href='LIRBase_blastdb/Oreochromis_niloticus.nsq' target='_blank'>Oreochromis_niloticus.nsq</a>
Ornithorhynchus_anatinus	Vertebrate	<a href='LIRBase_blastdb/Ornithorhynchus_anatinus.nhr' target='_blank'>Ornithorhynchus_anatinus.nhr</a>	<a href='LIRBase_blastdb/Ornithorhynchus_anatinus.nin' target='_blank'>Ornithorhynchus_anatinus.nin</a>	<a href='LIRBase_blastdb/Ornithorhynchus_anatinus.nsq' target='_blank'>Ornithorhynchus_anatinus.nsq</a>
Oryctolagus_cuniculus	Vertebrate	<a href='LIRBase_blastdb/Oryctolagus_cuniculus.nhr' target='_blank'>Oryctolagus_cuniculus.nhr</a>	<a href='LIRBase_blastdb/Oryctolagus_cuniculus.nin' target='_blank'>Oryctolagus_cuniculus.nin</a>	<a href='LIRBase_blastdb/Oryctolagus_cuniculus.nsq' target='_blank'>Oryctolagus_cuniculus.nsq</a>
Oryzias_latipes	Vertebrate	<a href='LIRBase_blastdb/Oryzias_latipes.nhr' target='_blank'>Oryzias_latipes.nhr</a>	<a href='LIRBase_blastdb/Oryzias_latipes.nin' target='_blank'>Oryzias_latipes.nin</a>	<a href='LIRBase_blastdb/Oryzias_latipes.nsq' target='_blank'>Oryzias_latipes.nsq</a>
Oryzias_latipes_hni	Vertebrate	<a href='LIRBase_blastdb/Oryzias_latipes_hni.nhr' target='_blank'>Oryzias_latipes_hni.nhr</a>	<a href='LIRBase_blastdb/Oryzias_latipes_hni.nin' target='_blank'>Oryzias_latipes_hni.nin</a>	<a href='LIRBase_blastdb/Oryzias_latipes_hni.nsq' target='_blank'>Oryzias_latipes_hni.nsq</a>
Oryzias_latipes_hsok	Vertebrate	<a href='LIRBase_blastdb/Oryzias_latipes_hsok.nhr' target='_blank'>Oryzias_latipes_hsok.nhr</a>	<a href='LIRBase_blastdb/Oryzias_latipes_hsok.nin' target='_blank'>Oryzias_latipes_hsok.nin</a>	<a href='LIRBase_blastdb/Oryzias_latipes_hsok.nsq' target='_blank'>Oryzias_latipes_hsok.nsq</a>
Oryzias_melastigma	Vertebrate	<a href='LIRBase_blastdb/Oryzias_melastigma.nhr' target='_blank'>Oryzias_melastigma.nhr</a>	<a href='LIRBase_blastdb/Oryzias_melastigma.nin' target='_blank'>Oryzias_melastigma.nin</a>	<a href='LIRBase_blastdb/Oryzias_melastigma.nsq' target='_blank'>Oryzias_melastigma.nsq</a>
Otolemur_garnettii	Vertebrate	<a href='LIRBase_blastdb/Otolemur_garnettii.nhr' target='_blank'>Otolemur_garnettii.nhr</a>	<a href='LIRBase_blastdb/Otolemur_garnettii.nin' target='_blank'>Otolemur_garnettii.nin</a>	<a href='LIRBase_blastdb/Otolemur_garnettii.nsq' target='_blank'>Otolemur_garnettii.nsq</a>
Ovis_aries	Vertebrate	<a href='LIRBase_blastdb/Ovis_aries.nhr' target='_blank'>Ovis_aries.nhr</a>	<a href='LIRBase_blastdb/Ovis_aries.nin' target='_blank'>Ovis_aries.nin</a>	<a href='LIRBase_blastdb/Ovis_aries.nsq' target='_blank'>Ovis_aries.nsq</a>
Pan_paniscus	Vertebrate	<a href='LIRBase_blastdb/Pan_paniscus.nhr' target='_blank'>Pan_paniscus.nhr</a>	<a href='LIRBase_blastdb/Pan_paniscus.nin' target='_blank'>Pan_paniscus.nin</a>	<a href='LIRBase_blastdb/Pan_paniscus.nsq' target='_blank'>Pan_paniscus.nsq</a>
Pan_troglodytes	Vertebrate	<a href='LIRBase_blastdb/Pan_troglodytes.nhr' target='_blank'>Pan_troglodytes.nhr</a>	<a href='LIRBase_blastdb/Pan_troglodytes.nin' target='_blank'>Pan_troglodytes.nin</a>	<a href='LIRBase_blastdb/Pan_troglodytes.nsq' target='_blank'>Pan_troglodytes.nsq</a>
Panthera_pardus	Vertebrate	<a href='LIRBase_blastdb/Panthera_pardus.nhr' target='_blank'>Panthera_pardus.nhr</a>	<a href='LIRBase_blastdb/Panthera_pardus.nin' target='_blank'>Panthera_pardus.nin</a>	<a href='LIRBase_blastdb/Panthera_pardus.nsq' target='_blank'>Panthera_pardus.nsq</a>
Panthera_tigris_altaica	Vertebrate	<a href='LIRBase_blastdb/Panthera_tigris_altaica.nhr' target='_blank'>Panthera_tigris_altaica.nhr</a>	<a href='LIRBase_blastdb/Panthera_tigris_altaica.nin' target='_blank'>Panthera_tigris_altaica.nin</a>	<a href='LIRBase_blastdb/Panthera_tigris_altaica.nsq' target='_blank'>Panthera_tigris_altaica.nsq</a>
